id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0535,P0,14. Accessibility & Inclusive Design,Focus-management standard,Regression,DESIGN.md / FEATURES.md,"Define focus entry, trapping, restoration, skip behavior, route changes, validation errors, and dynamic content updates.",controls/14-accessibility-and-inclusive-design.md,controls.capability.focus-management-standard,control.bq-0535
BQ-0536,P0,14. Accessibility & Inclusive Design,Accessible-name integrity,Contract,DESIGN.md / QA_GATES.md,"Verify interactive elements expose correct accessible names, roles, states, and descriptions without redundant announcements.",controls/14-accessibility-and-inclusive-design.md,controls.capability.accessible-name-integrity,control.bq-0536
BQ-0537,P0,14. Accessibility & Inclusive Design,Accessible-name integrity,Procedure,DESIGN.md / QA_GATES.md,"Verify interactive elements expose correct accessible names, roles, states, and descriptions without redundant announcements.",controls/14-accessibility-and-inclusive-design.md,controls.capability.accessible-name-integrity,control.bq-0537
BQ-0538,P0,14. Accessibility & Inclusive Design,Accessible-name integrity,Evidence Gate,DESIGN.md / QA_GATES.md,"Verify interactive elements expose correct accessible names, roles, states, and descriptions without redundant announcements.",controls/14-accessibility-and-inclusive-design.md,controls.capability.accessible-name-integrity,control.bq-0538
BQ-0539,P0,14. Accessibility & Inclusive Design,Accessible-name integrity,Recovery,DESIGN.md / QA_GATES.md,"Verify interactive elements expose correct accessible names, roles, states, and descriptions without redundant announcements.",controls/14-accessibility-and-inclusive-design.md,controls.capability.accessible-name-integrity,control.bq-0539
BQ-0540,P0,14. Accessibility & Inclusive Design,Accessible-name integrity,Regression,DESIGN.md / QA_GATES.md,"Verify interactive elements expose correct accessible names, roles, states, and descriptions without redundant announcements.",controls/14-accessibility-and-inclusive-design.md,controls.capability.accessible-name-integrity,control.bq-0540
BQ-0541,P0,14. Accessibility & Inclusive Design,Color-independence rule,Contract,DESIGN.md,"Never rely on color alone to communicate status, selection, error, category, or required action.",controls/14-accessibility-and-inclusive-design.md,controls.capability.color-independence-rule,control.bq-0541
BQ-0542,P0,14. Accessibility & Inclusive Design,Color-independence rule,Procedure,DESIGN.md,"Never rely on color alone to communicate status, selection, error, category, or required action.",controls/14-accessibility-and-inclusive-design.md,controls.capability.color-independence-rule,control.bq-0542
BQ-0543,P0,14. Accessibility & Inclusive Design,Color-independence rule,Evidence Gate,DESIGN.md,"Never rely on color alone to communicate status, selection, error, category, or required action.",controls/14-accessibility-and-inclusive-design.md,controls.capability.color-independence-rule,control.bq-0543
BQ-0544,P0,14. Accessibility & Inclusive Design,Color-independence rule,Recovery,DESIGN.md,"Never rely on color alone to communicate status, selection, error, category, or required action.",controls/14-accessibility-and-inclusive-design.md,controls.capability.color-independence-rule,control.bq-0544
BQ-0545,P0,14. Accessibility & Inclusive Design,Color-independence rule,Regression,DESIGN.md,"Never rely on color alone to communicate status, selection, error, category, or required action.",controls/14-accessibility-and-inclusive-design.md,controls.capability.color-independence-rule,control.bq-0545
BQ-0546,P1,14. Accessibility & Inclusive Design,Zoom-and-reflow test,Contract,QA_GATES.md,Test enlarged text and browser zoom so content remains usable without hidden controls or two-dimensional scrolling where avoidable.,controls/14-accessibility-and-inclusive-design.md,controls.capability.zoom-and-reflow-test,control.bq-0546
BQ-0547,P1,14. Accessibility & Inclusive Design,Zoom-and-reflow test,Procedure,QA_GATES.md,Test enlarged text and browser zoom so content remains usable without hidden controls or two-dimensional scrolling where avoidable.,controls/14-accessibility-and-inclusive-design.md,controls.capability.zoom-and-reflow-test,control.bq-0547
BQ-0548,P1,14. Accessibility & Inclusive Design,Zoom-and-reflow test,Evidence Gate,QA_GATES.md,Test enlarged text and browser zoom so content remains usable without hidden controls or two-dimensional scrolling where avoidable.,controls/14-accessibility-and-inclusive-design.md,controls.capability.zoom-and-reflow-test,control.bq-0548
BQ-0549,P1,14. Accessibility & Inclusive Design,Zoom-and-reflow test,Recovery,QA_GATES.md,Test enlarged text and browser zoom so content remains usable without hidden controls or two-dimensional scrolling where avoidable.,controls/14-accessibility-and-inclusive-design.md,controls.capability.zoom-and-reflow-test,control.bq-0549
BQ-0550,P1,14. Accessibility & Inclusive Design,Zoom-and-reflow test,Regression,QA_GATES.md,Test enlarged text and browser zoom so content remains usable without hidden controls or two-dimensional scrolling where avoidable.,controls/14-accessibility-and-inclusive-design.md,controls.capability.zoom-and-reflow-test,control.bq-0550
BQ-0551,P1,14. Accessibility & Inclusive Design,Cognitive-load review,Contract,CREATIVE.md / TERMINOLOGY.md,"Reduce unnecessary choices, jargon, interruptions, motion, and memory burden for complex or high-stakes tasks.",controls/14-accessibility-and-inclusive-design.md,controls.capability.cognitive-load-review,control.bq-0551
BQ-0552,P1,14. Accessibility & Inclusive Design,Cognitive-load review,Procedure,CREATIVE.md / TERMINOLOGY.md,"Reduce unnecessary choices, jargon, interruptions, motion, and memory burden for complex or high-stakes tasks.",controls/14-accessibility-and-inclusive-design.md,controls.capability.cognitive-load-review,control.bq-0552
BQ-0553,P1,14. Accessibility & Inclusive Design,Cognitive-load review,Evidence Gate,CREATIVE.md / TERMINOLOGY.md,"Reduce unnecessary choices, jargon, interruptions, motion, and memory burden for complex or high-stakes tasks.",controls/14-accessibility-and-inclusive-design.md,controls.capability.cognitive-load-review,control.bq-0553
BQ-0554,P1,14. Accessibility & Inclusive Design,Cognitive-load review,Recovery,CREATIVE.md / TERMINOLOGY.md,"Reduce unnecessary choices, jargon, interruptions, motion, and memory burden for complex or high-stakes tasks.",controls/14-accessibility-and-inclusive-design.md,controls.capability.cognitive-load-review,control.bq-0554
BQ-0555,P1,14. Accessibility & Inclusive Design,Cognitive-load review,Regression,CREATIVE.md / TERMINOLOGY.md,"Reduce unnecessary choices, jargon, interruptions, motion, and memory burden for complex or high-stakes tasks.",controls/14-accessibility-and-inclusive-design.md,controls.capability.cognitive-load-review,control.bq-0555
BQ-0556,P0,14. Accessibility & Inclusive Design,Media-accessibility strategy,Contract,ASSETS.md / QA_GATES.md,"Require meaningful alt text, captions, transcripts, decorative marking, and equivalent data descriptions based on media purpose.",controls/14-accessibility-and-inclusive-design.md,controls.capability.media-accessibility-strategy,control.bq-0556
BQ-0557,P0,14. Accessibility & Inclusive Design,Media-accessibility strategy,Procedure,ASSETS.md / QA_GATES.md,"Require meaningful alt text, captions, transcripts, decorative marking, and equivalent data descriptions based on media purpose.",controls/14-accessibility-and-inclusive-design.md,controls.capability.media-accessibility-strategy,control.bq-0557
BQ-0558,P0,14. Accessibility & Inclusive Design,Media-accessibility strategy,Evidence Gate,ASSETS.md / QA_GATES.md,"Require meaningful alt text, captions, transcripts, decorative marking, and equivalent data descriptions based on media purpose.",controls/14-accessibility-and-inclusive-design.md,controls.capability.media-accessibility-strategy,control.bq-0558
BQ-0559,P0,14. Accessibility & Inclusive Design,Media-accessibility strategy,Recovery,ASSETS.md / QA_GATES.md,"Require meaningful alt text, captions, transcripts, decorative marking, and equivalent data descriptions based on media purpose.",controls/14-accessibility-and-inclusive-design.md,controls.capability.media-accessibility-strategy,control.bq-0559
BQ-0560,P0,14. Accessibility & Inclusive Design,Media-accessibility strategy,Regression,ASSETS.md / QA_GATES.md,"Require meaningful alt text, captions, transcripts, decorative marking, and equivalent data descriptions based on media purpose.",controls/14-accessibility-and-inclusive-design.md,controls.capability.media-accessibility-strategy,control.bq-0560
BQ-0561,P0,"15. Content, Copy & Terminology",Message-hierarchy map,Contract,TERMINOLOGY.md / STRUCTURE.md,"Define the one primary message, supporting messages, proof, objections, and actions before writing page-level copy.",controls/15-content-copy-and-terminology.md,controls.capability.message-hierarchy-map,control.bq-0561
BQ-0562,P0,"15. Content, Copy & Terminology",Message-hierarchy map,Procedure,TERMINOLOGY.md / STRUCTURE.md,"Define the one primary message, supporting messages, proof, objections, and actions before writing page-level copy.",controls/15-content-copy-and-terminology.md,controls.capability.message-hierarchy-map,control.bq-0562
BQ-0563,P0,"15. Content, Copy & Terminology",Message-hierarchy map,Evidence Gate,TERMINOLOGY.md / STRUCTURE.md,"Define the one primary message, supporting messages, proof, objections, and actions before writing page-level copy.",controls/15-content-copy-and-terminology.md,controls.capability.message-hierarchy-map,control.bq-0563
BQ-0564,P0,"15. Content, Copy & Terminology",Message-hierarchy map,Recovery,TERMINOLOGY.md / STRUCTURE.md,"Define the one primary message, supporting messages, proof, objections, and actions before writing page-level copy.",controls/15-content-copy-and-terminology.md,controls.capability.message-hierarchy-map,control.bq-0564
BQ-0565,P0,"15. Content, Copy & Terminology",Message-hierarchy map,Regression,TERMINOLOGY.md / STRUCTURE.md,"Define the one primary message, supporting messages, proof, objections, and actions before writing page-level copy.",controls/15-content-copy-and-terminology.md,controls.capability.message-hierarchy-map,control.bq-0565
BQ-0566,P1,"15. Content, Copy & Terminology",Category-language calibration,Contract,TERMINOLOGY.md,Use vocabulary familiar to the target audience while preserving necessary industry precision and avoiding insider jargon.,controls/15-content-copy-and-terminology.md,controls.capability.category-language-calibration,control.bq-0566
BQ-0567,P1,"15. Content, Copy & Terminology",Category-language calibration,Procedure,TERMINOLOGY.md,Use vocabulary familiar to the target audience while preserving necessary industry precision and avoiding insider jargon.,controls/15-content-copy-and-terminology.md,controls.capability.category-language-calibration,control.bq-0567
BQ-0568,P1,"15. Content, Copy & Terminology",Category-language calibration,Evidence Gate,TERMINOLOGY.md,Use vocabulary familiar to the target audience while preserving necessary industry precision and avoiding insider jargon.,controls/15-content-copy-and-terminology.md,controls.capability.category-language-calibration,control.bq-0568
BQ-0569,P1,"15. Content, Copy & Terminology",Category-language calibration,Recovery,TERMINOLOGY.md,Use vocabulary familiar to the target audience while preserving necessary industry precision and avoiding insider jargon.,controls/15-content-copy-and-terminology.md,controls.capability.category-language-calibration,control.bq-0569
BQ-0570,P1,"15. Content, Copy & Terminology",Category-language calibration,Regression,TERMINOLOGY.md,Use vocabulary familiar to the target audience while preserving necessary industry precision and avoiding insider jargon.,controls/15-content-copy-and-terminology.md,controls.capability.category-language-calibration,control.bq-0570
BQ-0571,P0,"15. Content, Copy & Terminology",Claim-evidence pairing,Contract,TERMINOLOGY.md / LEGAL.md,"Require factual, comparative, performance, safety, expertise, and outcome claims to have appropriate evidence or softer wording.",controls/15-content-copy-and-terminology.md,controls.capability.claim-evidence-pairing,control.bq-0571
BQ-0572,P0,"15. Content, Copy & Terminology",Claim-evidence pairing,Procedure,TERMINOLOGY.md / LEGAL.md,"Require factual, comparative, performance, safety, expertise, and outcome claims to have appropriate evidence or softer wording.",controls/15-content-copy-and-terminology.md,controls.capability.claim-evidence-pairing,control.bq-0572
BQ-0573,P0,"15. Content, Copy & Terminology",Claim-evidence pairing,Evidence Gate,TERMINOLOGY.md / LEGAL.md,"Require factual, comparative, performance, safety, expertise, and outcome claims to have appropriate evidence or softer wording.",controls/15-content-copy-and-terminology.md,controls.capability.claim-evidence-pairing,control.bq-0573
BQ-0574,P0,"15. Content, Copy & Terminology",Claim-evidence pairing,Recovery,TERMINOLOGY.md / LEGAL.md,"Require factual, comparative, performance, safety, expertise, and outcome claims to have appropriate evidence or softer wording.",controls/15-content-copy-and-terminology.md,controls.capability.claim-evidence-pairing,control.bq-0574
BQ-0575,P0,"15. Content, Copy & Terminology",Claim-evidence pairing,Regression,TERMINOLOGY.md / LEGAL.md,"Require factual, comparative, performance, safety, expertise, and outcome claims to have appropriate evidence or softer wording.",controls/15-content-copy-and-terminology.md,controls.capability.claim-evidence-pairing,control.bq-0575
BQ-0576,P0,"15. Content, Copy & Terminology",CTA semantic specificity,Contract,TERMINOLOGY.md / CREATIVE.md,Prefer action labels that describe the next step and expected outcome rather than generic labels such as Learn More.,controls/15-content-copy-and-terminology.md,controls.capability.cta-semantic-specificity,control.bq-0576
BQ-0577,P0,"15. Content, Copy & Terminology",CTA semantic specificity,Procedure,TERMINOLOGY.md / CREATIVE.md,Prefer action labels that describe the next step and expected outcome rather than generic labels such as Learn More.,controls/15-content-copy-and-terminology.md,controls.capability.cta-semantic-specificity,control.bq-0577
BQ-0578,P0,"15. Content, Copy & Terminology",CTA semantic specificity,Evidence Gate,TERMINOLOGY.md / CREATIVE.md,Prefer action labels that describe the next step and expected outcome rather than generic labels such as Learn More.,controls/15-content-copy-and-terminology.md,controls.capability.cta-semantic-specificity,control.bq-0578
BQ-0579,P0,"15. Content, Copy & Terminology",CTA semantic specificity,Recovery,TERMINOLOGY.md / CREATIVE.md,Prefer action labels that describe the next step and expected outcome rather than generic labels such as Learn More.,controls/15-content-copy-and-terminology.md,controls.capability.cta-semantic-specificity,control.bq-0579
BQ-0580,P0,"15. Content, Copy & Terminology",CTA semantic specificity,Regression,TERMINOLOGY.md / CREATIVE.md,Prefer action labels that describe the next step and expected outcome rather than generic labels such as Learn More.,controls/15-content-copy-and-terminology.md,controls.capability.cta-semantic-specificity,control.bq-0580
BQ-0581,P1,"15. Content, Copy & Terminology",Content-density control,Contract,TERMINOLOGY.md / DESIGN.md,"Match copy length to decision complexity, scan patterns, viewport, and component role instead of maximizing brevity everywhere.",controls/15-content-copy-and-terminology.md,controls.capability.content-density-control,control.bq-0581
BQ-0582,P1,"15. Content, Copy & Terminology",Content-density control,Procedure,TERMINOLOGY.md / DESIGN.md,"Match copy length to decision complexity, scan patterns, viewport, and component role instead of maximizing brevity everywhere.",controls/15-content-copy-and-terminology.md,controls.capability.content-density-control,control.bq-0582
BQ-0583,P1,"15. Content, Copy & Terminology",Content-density control,Evidence Gate,TERMINOLOGY.md / DESIGN.md,"Match copy length to decision complexity, scan patterns, viewport, and component role instead of maximizing brevity everywhere.",controls/15-content-copy-and-terminology.md,controls.capability.content-density-control,control.bq-0583
BQ-0584,P1,"15. Content, Copy & Terminology",Content-density control,Recovery,TERMINOLOGY.md / DESIGN.md,"Match copy length to decision complexity, scan patterns, viewport, and component role instead of maximizing brevity everywhere.",controls/15-content-copy-and-terminology.md,controls.capability.content-density-control,control.bq-0584
BQ-0585,P1,"15. Content, Copy & Terminology",Content-density control,Regression,TERMINOLOGY.md / DESIGN.md,"Match copy length to decision complexity, scan patterns, viewport, and component role instead of maximizing brevity everywhere.",controls/15-content-copy-and-terminology.md,controls.capability.content-density-control,control.bq-0585
BQ-0586,P1,"15. Content, Copy & Terminology",Terminology registry,Contract,TERMINOLOGY.md,"Maintain preferred terms, forbidden synonyms, capitalization, abbreviations, product names, and role names for the project.",controls/15-content-copy-and-terminology.md,controls.capability.terminology-registry,control.bq-0586
BQ-0587,P1,"15. Content, Copy & Terminology",Terminology registry,Procedure,TERMINOLOGY.md,"Maintain preferred terms, forbidden synonyms, capitalization, abbreviations, product names, and role names for the project.",controls/15-content-copy-and-terminology.md,controls.capability.terminology-registry,control.bq-0587
BQ-0588,P1,"15. Content, Copy & Terminology",Terminology registry,Evidence Gate,TERMINOLOGY.md,"Maintain preferred terms, forbidden synonyms, capitalization, abbreviations, product names, and role names for the project.",controls/15-content-copy-and-terminology.md,controls.capability.terminology-registry,control.bq-0588
BQ-0589,P1,"15. Content, Copy & Terminology",Terminology registry,Recovery,TERMINOLOGY.md,"Maintain preferred terms, forbidden synonyms, capitalization, abbreviations, product names, and role names for the project.",controls/15-content-copy-and-terminology.md,controls.capability.terminology-registry,control.bq-0589
BQ-0590,P1,"15. Content, Copy & Terminology",Terminology registry,Regression,TERMINOLOGY.md,"Maintain preferred terms, forbidden synonyms, capitalization, abbreviations, product names, and role names for the project.",controls/15-content-copy-and-terminology.md,controls.capability.terminology-registry,control.bq-0590
BQ-0591,P0,"15. Content, Copy & Terminology",Microcopy state coverage,Contract,TERMINOLOGY.md / FEATURES.md,"Author production-quality copy for loading, empty, error, success, destructive, permission, and recovery states.",controls/15-content-copy-and-terminology.md,controls.capability.microcopy-state-coverage,control.bq-0591
BQ-0592,P0,"15. Content, Copy & Terminology",Microcopy state coverage,Procedure,TERMINOLOGY.md / FEATURES.md,"Author production-quality copy for loading, empty, error, success, destructive, permission, and recovery states.",controls/15-content-copy-and-terminology.md,controls.capability.microcopy-state-coverage,control.bq-0592
BQ-0593,P0,"15. Content, Copy & Terminology",Microcopy state coverage,Evidence Gate,TERMINOLOGY.md / FEATURES.md,"Author production-quality copy for loading, empty, error, success, destructive, permission, and recovery states.",controls/15-content-copy-and-terminology.md,controls.capability.microcopy-state-coverage,control.bq-0593
BQ-0594,P0,"15. Content, Copy & Terminology",Microcopy state coverage,Recovery,TERMINOLOGY.md / FEATURES.md,"Author production-quality copy for loading, empty, error, success, destructive, permission, and recovery states.",controls/15-content-copy-and-terminology.md,controls.capability.microcopy-state-coverage,control.bq-0594
BQ-0595,P0,"15. Content, Copy & Terminology",Microcopy state coverage,Regression,TERMINOLOGY.md / FEATURES.md,"Author production-quality copy for loading, empty, error, success, destructive, permission, and recovery states.",controls/15-content-copy-and-terminology.md,controls.capability.microcopy-state-coverage,control.bq-0595
BQ-0596,P0,"15. Content, Copy & Terminology",Content-realism gate,Contract,CREATIVE.md / QA_GATES.md,"Reject lorem ipsum, vague filler, fake metrics, fake testimonials, fake logos, and unnaturally generic marketing copy.",controls/15-content-copy-and-terminology.md,controls.capability.content-realism-gate,control.bq-0596
BQ-0597,P0,"15. Content, Copy & Terminology",Content-realism gate,Procedure,CREATIVE.md / QA_GATES.md,"Reject lorem ipsum, vague filler, fake metrics, fake testimonials, fake logos, and unnaturally generic marketing copy.",controls/15-content-copy-and-terminology.md,controls.capability.content-realism-gate,control.bq-0597
BQ-0598,P0,"15. Content, Copy & Terminology",Content-realism gate,Evidence Gate,CREATIVE.md / QA_GATES.md,"Reject lorem ipsum, vague filler, fake metrics, fake testimonials, fake logos, and unnaturally generic marketing copy.",controls/15-content-copy-and-terminology.md,controls.capability.content-realism-gate,control.bq-0598
BQ-0599,P0,"15. Content, Copy & Terminology",Content-realism gate,Recovery,CREATIVE.md / QA_GATES.md,"Reject lorem ipsum, vague filler, fake metrics, fake testimonials, fake logos, and unnaturally generic marketing copy.",controls/15-content-copy-and-terminology.md,controls.capability.content-realism-gate,control.bq-0599
BQ-0600,P0,"15. Content, Copy & Terminology",Content-realism gate,Regression,CREATIVE.md / QA_GATES.md,"Reject lorem ipsum, vague filler, fake metrics, fake testimonials, fake logos, and unnaturally generic marketing copy.",controls/15-content-copy-and-terminology.md,controls.capability.content-realism-gate,control.bq-0600
BQ-0601,P0,"16. Conversion, Trust & Business Outcomes",Conversion-path model,Contract,CREATIVE.md / FEATURES.md,"Map primary and secondary conversion paths including commitment level, required proof, friction, and post-action expectation.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.conversion-path-model,control.bq-0601
BQ-0602,P0,"16. Conversion, Trust & Business Outcomes",Conversion-path model,Procedure,CREATIVE.md / FEATURES.md,"Map primary and secondary conversion paths including commitment level, required proof, friction, and post-action expectation.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.conversion-path-model,control.bq-0602
BQ-0603,P0,"16. Conversion, Trust & Business Outcomes",Conversion-path model,Evidence Gate,CREATIVE.md / FEATURES.md,"Map primary and secondary conversion paths including commitment level, required proof, friction, and post-action expectation.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.conversion-path-model,control.bq-0603
BQ-0604,P0,"16. Conversion, Trust & Business Outcomes",Conversion-path model,Recovery,CREATIVE.md / FEATURES.md,"Map primary and secondary conversion paths including commitment level, required proof, friction, and post-action expectation.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.conversion-path-model,control.bq-0604
BQ-0605,P0,"16. Conversion, Trust & Business Outcomes",Conversion-path model,Regression,CREATIVE.md / FEATURES.md,"Map primary and secondary conversion paths including commitment level, required proof, friction, and post-action expectation.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.conversion-path-model,control.bq-0605
BQ-0606,P0,"16. Conversion, Trust & Business Outcomes",Trust-signal authenticity,Contract,CREATIVE.md / LEGAL.md,"Only use trust signals such as reviews, certifications, customer counts, guarantees, badges, or years in business when supported.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-signal-authenticity,control.bq-0606
BQ-0607,P0,"16. Conversion, Trust & Business Outcomes",Trust-signal authenticity,Procedure,CREATIVE.md / LEGAL.md,"Only use trust signals such as reviews, certifications, customer counts, guarantees, badges, or years in business when supported.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-signal-authenticity,control.bq-0607
BQ-0608,P0,"16. Conversion, Trust & Business Outcomes",Trust-signal authenticity,Evidence Gate,CREATIVE.md / LEGAL.md,"Only use trust signals such as reviews, certifications, customer counts, guarantees, badges, or years in business when supported.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-signal-authenticity,control.bq-0608
BQ-0609,P0,"16. Conversion, Trust & Business Outcomes",Trust-signal authenticity,Recovery,CREATIVE.md / LEGAL.md,"Only use trust signals such as reviews, certifications, customer counts, guarantees, badges, or years in business when supported.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-signal-authenticity,control.bq-0609
BQ-0610,P0,"16. Conversion, Trust & Business Outcomes",Trust-signal authenticity,Regression,CREATIVE.md / LEGAL.md,"Only use trust signals such as reviews, certifications, customer counts, guarantees, badges, or years in business when supported.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-signal-authenticity,control.bq-0610
BQ-0611,P1,"16. Conversion, Trust & Business Outcomes",Objection coverage,Contract,CREATIVE.md / TERMINOLOGY.md,Identify likely buyer objections and answer them at the appropriate point in the decision journey.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.objection-coverage,control.bq-0611
BQ-0612,P1,"16. Conversion, Trust & Business Outcomes",Objection coverage,Procedure,CREATIVE.md / TERMINOLOGY.md,Identify likely buyer objections and answer them at the appropriate point in the decision journey.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.objection-coverage,control.bq-0612
BQ-0613,P1,"16. Conversion, Trust & Business Outcomes",Objection coverage,Evidence Gate,CREATIVE.md / TERMINOLOGY.md,Identify likely buyer objections and answer them at the appropriate point in the decision journey.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.objection-coverage,control.bq-0613
BQ-0614,P1,"16. Conversion, Trust & Business Outcomes",Objection coverage,Recovery,CREATIVE.md / TERMINOLOGY.md,Identify likely buyer objections and answer them at the appropriate point in the decision journey.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.objection-coverage,control.bq-0614
BQ-0615,P1,"16. Conversion, Trust & Business Outcomes",Objection coverage,Regression,CREATIVE.md / TERMINOLOGY.md,Identify likely buyer objections and answer them at the appropriate point in the decision journey.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.objection-coverage,control.bq-0615
BQ-0616,P0,"16. Conversion, Trust & Business Outcomes",Form-friction budget,Contract,FEATURES.md / DESIGN.md,Ask only for information necessary at the current conversion stage and defer nonessential fields.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.form-friction-budget,control.bq-0616
BQ-0617,P0,"16. Conversion, Trust & Business Outcomes",Form-friction budget,Procedure,FEATURES.md / DESIGN.md,Ask only for information necessary at the current conversion stage and defer nonessential fields.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.form-friction-budget,control.bq-0617
BQ-0618,P0,"16. Conversion, Trust & Business Outcomes",Form-friction budget,Evidence Gate,FEATURES.md / DESIGN.md,Ask only for information necessary at the current conversion stage and defer nonessential fields.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.form-friction-budget,control.bq-0618
BQ-0619,P0,"16. Conversion, Trust & Business Outcomes",Form-friction budget,Recovery,FEATURES.md / DESIGN.md,Ask only for information necessary at the current conversion stage and defer nonessential fields.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.form-friction-budget,control.bq-0619
BQ-0620,P0,"16. Conversion, Trust & Business Outcomes",Form-friction budget,Regression,FEATURES.md / DESIGN.md,Ask only for information necessary at the current conversion stage and defer nonessential fields.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.form-friction-budget,control.bq-0620
BQ-0621,P0,"16. Conversion, Trust & Business Outcomes",CTA hierarchy,Contract,CREATIVE.md / DESIGN.md,Define one dominant action per decision context and prevent competing primary CTAs from fragmenting attention.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.cta-hierarchy,control.bq-0621
BQ-0622,P0,"16. Conversion, Trust & Business Outcomes",CTA hierarchy,Procedure,CREATIVE.md / DESIGN.md,Define one dominant action per decision context and prevent competing primary CTAs from fragmenting attention.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.cta-hierarchy,control.bq-0622
BQ-0623,P0,"16. Conversion, Trust & Business Outcomes",CTA hierarchy,Evidence Gate,CREATIVE.md / DESIGN.md,Define one dominant action per decision context and prevent competing primary CTAs from fragmenting attention.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.cta-hierarchy,control.bq-0623
BQ-0624,P0,"16. Conversion, Trust & Business Outcomes",CTA hierarchy,Recovery,CREATIVE.md / DESIGN.md,Define one dominant action per decision context and prevent competing primary CTAs from fragmenting attention.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.cta-hierarchy,control.bq-0624
BQ-0625,P0,"16. Conversion, Trust & Business Outcomes",CTA hierarchy,Regression,CREATIVE.md / DESIGN.md,Define one dominant action per decision context and prevent competing primary CTAs from fragmenting attention.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.cta-hierarchy,control.bq-0625
BQ-0626,P0,"16. Conversion, Trust & Business Outcomes",Post-conversion clarity,Contract,FEATURES.md / TERMINOLOGY.md,"Tell users what happened, what happens next, expected timing when known, and how to correct mistakes.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.post-conversion-clarity,control.bq-0626
BQ-0627,P0,"16. Conversion, Trust & Business Outcomes",Post-conversion clarity,Procedure,FEATURES.md / TERMINOLOGY.md,"Tell users what happened, what happens next, expected timing when known, and how to correct mistakes.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.post-conversion-clarity,control.bq-0627
BQ-0628,P0,"16. Conversion, Trust & Business Outcomes",Post-conversion clarity,Evidence Gate,FEATURES.md / TERMINOLOGY.md,"Tell users what happened, what happens next, expected timing when known, and how to correct mistakes.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.post-conversion-clarity,control.bq-0628
BQ-0629,P0,"16. Conversion, Trust & Business Outcomes",Post-conversion clarity,Recovery,FEATURES.md / TERMINOLOGY.md,"Tell users what happened, what happens next, expected timing when known, and how to correct mistakes.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.post-conversion-clarity,control.bq-0629
BQ-0630,P0,"16. Conversion, Trust & Business Outcomes",Post-conversion clarity,Regression,FEATURES.md / TERMINOLOGY.md,"Tell users what happened, what happens next, expected timing when known, and how to correct mistakes.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.post-conversion-clarity,control.bq-0630
BQ-0631,P1,"16. Conversion, Trust & Business Outcomes",Trust-before-ask sequencing,Contract,CREATIVE.md,Place relevant proof and expectation-setting before high-commitment asks instead of relying on repeated buttons alone.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-before-ask-sequencing,control.bq-0631
BQ-0632,P1,"16. Conversion, Trust & Business Outcomes",Trust-before-ask sequencing,Procedure,CREATIVE.md,Place relevant proof and expectation-setting before high-commitment asks instead of relying on repeated buttons alone.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-before-ask-sequencing,control.bq-0632
BQ-0633,P1,"16. Conversion, Trust & Business Outcomes",Trust-before-ask sequencing,Evidence Gate,CREATIVE.md,Place relevant proof and expectation-setting before high-commitment asks instead of relying on repeated buttons alone.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-before-ask-sequencing,control.bq-0633
BQ-0634,P1,"16. Conversion, Trust & Business Outcomes",Trust-before-ask sequencing,Recovery,CREATIVE.md,Place relevant proof and expectation-setting before high-commitment asks instead of relying on repeated buttons alone.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-before-ask-sequencing,control.bq-0634
